Facility name,Location,Country,County,Description,Objectives,Partners,Start Date,Project Type,Year,Month,GOPD,CWC,ANC,PNC,FP,Deliveries
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2020,Nov,3914,1325,1008,213,375,40
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2020,Dec,2852,599,604,77,190,16
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2021,Jan,3642,192,76,11,44,4
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2021,Feb,8796,828,1013,9,161,28
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2021,Mar,10562,1276,1563,210,309,30
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2021,Apr,6031,1365,1365,272,372,28
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2021,May,5220,1503,1398,319,411,42
Githurai-lang'ata,"Kiambu, Kenya",Kenya,Kiambu,"The first CLC site developed for proof of concept. It is a level 3 health facility that provides curative, immunization, antenatal, maternity and postnatal services, HIV and TB services, laboratory and ultrasound services. It also include community health services, provides water through a borehole and solar lighting.",To develop and test the CLC concept,Philips and Kiambu County Government,"June, 2014",Exploration,2021,Jun,4750,1583,1464,293,478,44
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Jan,2185,260,157,26,68,14
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Feb,2584,244,164,16,46,11
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Mar,1899,279,153,55,60,26
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Apr,2191,310,174,30,163,16
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,May,2900,305,214,44,81,16
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Jun,2388,309,195,35,80,14
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Jul,2418,347,185,37,98,16
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Aug,2152,374,182,45,76,22
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Sep,2015,369,134,48,78,21
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Oct,2288,480,172,39,83,18
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Nov,2359,365,185,47,80,17
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Dec,1801,323,120,49,58,20
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Jan,2275,439,219,40,0,12
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Feb,1844,337,269,33,80,13
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Mar,1766,406,184,46,51,24
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Apr,1963,456,163,45,80,27
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,May,2444,417,271,60,99,15
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Jun,2369,366,146,38,79,19
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Jul,2955,431,219,60,120,29
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Aug,2193,448,206,44,120,35
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Sep,2260,447,221,52,95,29
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Oct,2310,610,260,79,140,34
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Nov,2367,463,222,81,108,36
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2019,Dec,2277,411,163,50,97,28
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Jan,3120,466,223,75,129,40
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Feb,2555,447,216,60,123,31
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Mar,2525,416,245,68,116,39
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Apr,1294,244,159,43,68,29
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,May,1409,175,173,50,85,25
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Jun,1533,246,200,66,106,31
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Jul,1568,276,232,68,98,35
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Aug,1705,259,218,76,167,42
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Sep,1655,274,201,59,91,33
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Oct,1853,340,215,56,157,26
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Nov,1916,284,147,63,140,25
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020,Dec,386,57,23,11,22,4
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021,Jan,105,0,0,0,15,0
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021,Feb,2358,315,254,36,165,13
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021,Mar,2980,312,267,49,141,28
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021,Apr,2185,384,244,54,131,30
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021,May,1605,400,223,70,125,40
Emali,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021,Jun,2226,422,208,66,35,30
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Jan,402,29,3,2,4,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Feb,411,33,4,1,12,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Mar,316,33,2,1,6,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,Apr,460,17,5,2,4,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2018,May,369,16,2,1,13,0
